HBA;HBD;Molar ratio;Temperature (C);Pressure (bar);log 10 x_sol H2S;log 10 x_sol CO2;log 10 x_sol CH4;solubility H2S;solubility CO2;solubility CH4;Selectivity of H2S/ CH4;Selectivity of CO2/ CH4;Performance Index
Benzyltrimethylammonium chloride;acetic acid;1&3;333.15;3;-0.68139166;-1.84174533;-2.73891415;0.208261187;0.014396425;0.001824256;913.2979377;63.13334599;57659.55469
choline chloride;acetic acid; 1& 1;303.15;1;-0.79591193;-2.09995317;-3.24030457;0.159988243;0.007944139;0.000575037;2225.782005;110.52013;245993.7165
choline chloride;acetic acid; 1& 1;313.15;1;-0.9029733;-2.20216845;-3.2838518;0.12503359;0.006278148;0.000520173;1922.952192;96.55468181;185670.037
choline chloride;acetic acid; 1& 1;323.15;1;-1.00516956;-2.29672936;-3.32299536;0.098816721;0.005049759;0.00047534;1663.090133;84.98768254;141342.1763
choline chloride;acetic acid; 1& 1;333.15;1;-1.10208537;-2.38473542;-3.35828012;0.079052322;0.004123487;0.000438248;1443.061157;75.27221344;108622.4074
choline chloride;acetic acid; 1& 1;303.15;2;-0.54311042;-1.80107914;-2.93918861;0.286344984;0.015809599;0.001150301;1991.44436;109.9510692;218961.4367
choline chloride;acetic acid; 1& 1;313.15;2;-0.64070927;-1.90262915;-2.98272713;0.228712937;0.012513271;0.001040574;1758.360208;96.20285639;169159.2746
choline chloride;acetic acid; 1& 1;323.15;2;-0.73493962;-1.99673436;-3.02186496;0.184102794;0.010075478;0.0009509;1548.87128;84.76578475;131291.2895
choline chloride;acetic acid; 1& 1;333.15;2;-0.82539735;-2.08442546;-3.05714613;0.149486733;0.008233311;0.000876706;1364.076625;75.12952741;102482.4322
choline chloride;acetic acid; 1& 1;303.15;3;-0.40173773;-1.62707072;-2.76301092;0.396517418;0.023600939;0.001725794;1838.074783;109.4032408;201091.3381
choline chloride;acetic acid; 1& 1;313.15;3;-0.49456687;-1.72798613;-2.80654081;0.320208702;0.018707419;0.001561202;1640.831281;95.86159858;157292.7096
choline chloride;acetic acid; 1& 1;323.15;3;-0.58390531;-1.82165454;-2.84567298;0.260672184;0.01507806;0.001426681;1461.698014;84.54899058;123585.0917
choline chloride;acetic acid; 1& 1;333.15;3;-0.66990876;-1.90903817;-2.8809506;0.21384113;0.012329965;0.001315374;1300.564295;74.98983828;97529.10616
choline chloride;acetic acid;1&2;303.15;1;-0.87148312;-2.17247319;-3.27994736;0.134436402;0.006722438;0.000524871;2049.057884;102.4623134;209951.211
choline chloride;acetic acid;1&2;313.15;1;-0.97777745;-2.26796742;-3.31684971;0.105250108;0.005395511;0.000482115;1746.474492;89.53076121;156363.1907
choline chloride;acetic acid;1&2;323.15;1;-1.07804397;-2.35610449;-3.34974082;0.083551842;0.004404489;0.00044695;1495.501445;78.83631516;117899.8232
choline chloride;acetic acid;1&2;333.15;1;-1.17220131;-2.43799934;-3.37915618;0.067266478;0.003647545;0.00041768;1288.382618;69.86293504;90010.19115
choline chloride;acetic acid;1&2;303.15;2;-0.6036351;-1.87221268;-2.9787246;0.249094937;0.013421076;0.001050208;1897.489962;102.2355428;193990.9161
choline chloride;acetic acid;1&2;313.15;2;-0.70355372;-1.96740092;-3.01563366;0.197900221;0.010779511;0.000964642;1641.231815;89.39695514;146721.1269
choline chloride;acetic acid;1&2;323.15;2;-0.79837632;-2.05533572;-3.04853117;0.159082966;0.008803681;0.00089427;1423.130862;78.756324;112080.5553
choline chloride;acetic acid;1&2;333.15;2;-0.88810167;-2.13709594;-3.07795262;0.12938929;0.007292964;0.000835694;1238.628125;69.81466638;86474.40928
choline chloride;acetic acid;1&2;303.15;3;-0.44791629;-1.6968489;-2.80244016;0.356519846;0.020097919;0.001576013;1809.730297;102.0190434;184626.9537
choline chloride;acetic acid;1&2;313.15;3;-0.5467652;-1.79174787;-2.83935599;0.283945376;0.01615296;0.001447585;1569.208952;89.26847322;140080.8873
choline chloride;acetic acid;1&2;323.15;3;-0.63905516;-1.87948968;-2.87225995;0.229585703;0.013198067;0.001341961;1368.657485;78.67925826;107684.9558
choline chloride;acetic acid;1&2;333.15;3;-0.7260655;-1.96112073;-2.90168753;0.18790334;0.010936523;0.001254043;1198.704172;69.76808249;83631.29158
methyltriphenylphosphonium bromide;acetic acid; 1& 1;303.15;1;-3.52030866;-4.78283391;-5.84658956;0.000301781;1.64879E-05;1.42367E-06;1695.785381;92.65004551;157114.5927
methyltriphenylphosphonium bromide;acetic acid; 1& 1;313.15;1;-3.63970532;-4.8796687;-5.88257191;0.000229242;1.31926E-05;1.31047E-06;1399.447392;80.53658254;112706.7104
methyltriphenylphosphonium bromide;acetic acid; 1& 1;323.15;1;-3.75039491;-4.96989782;-5.91614128;0.000177666;1.07177E-05;1.21299E-06;1171.753763;70.68600661;82826.59426
methyltriphenylphosphonium bromide;acetic acid; 1& 1;333.15;1;-3.85320022;-5.05452636;-5.94752836;0.000140217;8.8201E-06;1.12842E-06;994.0726541;62.53051233;62159.87236
methyltriphenylphosphonium bromide;acetic acid; 1& 1;303.15;2;-3.21927867;-4.48180392;-5.54555956;0.000603561;3.29759E-05;2.84735E-06;1695.785342;92.65004338;157114.5855
methyltriphenylphosphonium bromide;acetic acid; 1& 1;313.15;2;-3.33867532;-4.57863871;-5.58154191;0.000458485;2.63853E-05;2.62095E-06;1399.447392;80.53658069;112706.7078
methyltriphenylphosphonium bromide;acetic acid; 1& 1;323.15;2;-3.44936492;-4.66886783;-5.61511128;0.000355333;2.14354E-05;2.42599E-06;1171.753736;70.68600498;82826.59044
methyltriphenylphosphonium bromide;acetic acid; 1& 1;333.15;2;-3.55217022;-4.75349637;-5.64649836;0.000280433;1.76402E-05;2.25684E-06;994.0726541;62.53051089;62159.87093
methyltriphenylphosphonium bromide;acetic acid; 1& 1;303.15;3;-3.04318741;-4.30571266;-5.3694683;0.000905342;4.94638E-05;4.27102E-06;1695.785342;92.65004338;157114.5855
methyltriphenylphosphonium bromide;acetic acid; 1& 1;313.15;3;-3.16258406;-4.40254745;-5.40545065;0.000687727;3.95779E-05;3.93142E-06;1399.447392;80.53658069;112706.7078
methyltriphenylphosphonium bromide;acetic acid; 1& 1;323.15;3;-3.27327366;-4.49277657;-5.43902002;0.000532999;3.21531E-05;3.63898E-06;1171.753736;70.68600498;82826.59044
methyltriphenylphosphonium bromide;acetic acid; 1& 1;333.15;3;-3.37607896;-4.57740511;-5.47040711;0.00042065;2.64603E-05;3.38527E-06;994.072677;62.53051233;62159.87379
methyltriphenylphosphonium bromide;acetic acid;1&2;303.15;1;-3.6177109;-4.86747498;-5.90794144;0.000241151;1.35683E-05;1.23611E-06;1560.703941;87.81252131;137049.3481
methyltriphenylphosphonium bromide;acetic acid;1&2;313.15;1;-3.7347558;-4.96272177;-5.94301959;0.000184181;1.08963E-05;1.1402E-06;1292.271531;76.45181619;98796.50559
methyltriphenylphosphonium bromide;acetic acid;1&2;323.15;1;-3.84314755;-5.05138879;-5.97572068;0.0001435;8.88405E-06;1.0575E-06;1085.583208;67.2081401;72960.02833
methyltriphenylphosphonium bromide;acetic acid;1&2;333.15;1;-3.94370511;-5.13447669;-6.00626771;0.00011384;7.33708E-06;9.85672E-07;923.9587593;59.54989595;55021.64798
methyltriphenylphosphonium bromide;acetic acid;1&2;303.15;2;-3.31668091;-4.56644499;-5.60691144;0.000482302;2.71366E-05;2.47223E-06;1560.703905;87.81251929;137049.3418
methyltriphenylphosphonium bromide;acetic acid;1&2;313.15;2;-3.4337258;-4.66169177;-5.6419896;0.000368361;2.17926E-05;2.2804E-06;1292.271561;76.45181795;98796.51014
methyltriphenylphosphonium bromide;acetic acid;1&2;323.15;2;-3.54211755;-4.7503588;-5.67469068;0.000287;1.77681E-05;2.11499E-06;1085.583208;67.20813855;72960.02665
methyltriphenylphosphonium bromide;acetic acid;1&2;333.15;2;-3.64267512;-4.8334467;-5.70523771;0.00022768;1.46742E-05;1.97134E-06;923.958738;59.54989458;55021.64544
methyltriphenylphosphonium bromide;acetic acid;1&2;303.15;3;-3.14058965;-4.39035373;-5.43082018;0.000723453;4.07049E-05;3.70834E-06;1560.703905;87.81251929;137049.3418
methyltriphenylphosphonium bromide;acetic acid;1&2;313.15;3;-3.25763454;-4.48560051;-5.46589834;0.000552542;3.26888E-05;3.4206E-06;1292.271561;76.45181795;98796.51014
methyltriphenylphosphonium bromide;acetic acid;1&2;323.15;3;-3.36602629;-4.57426754;-5.49859942;0.000430501;2.66522E-05;3.17249E-06;1085.583208;67.20813855;72960.02665
methyltriphenylphosphonium bromide;acetic acid;1&2;333.15;3;-3.46658386;-4.65735544;-5.52914645;0.00034152;2.20112E-05;2.95702E-06;923.958738;59.54989458;55021.64544
tetrabutylammonium chloride;acetic acid; 1& 1;303.15;1;-0.51750887;-1.61321822;-2.69520352;0.303732406;0.024365862;0.002017421;1204.438521;96.6218363;116375.0616
tetrabutylammonium chloride;acetic acid; 1& 1;313.15;1;-0.61510422;-1.71431797;-2.73653682;0.242602784;0.019305543;0.00183427;1058.089944;84.19936903;89090.50567
tetrabutylammonium chloride;acetic acid; 1& 1;323.15;1;-0.71067831;-1.80892546;-2.77510669;0.194680158;0.015526535;0.001678392;927.9367332;74.0067303;68673.56354
tetrabutylammonium chloride;acetic acid; 1& 1;333.15;1;-0.8030262;-1.89791005;-2.81117499;0.157388791;0.012649983;0.001544632;815.1523351;65.51713939;53406.44916
tetrabutylammonium chloride;acetic acid; 1& 1;303.15;2;-0.29763609;-1.32067116;-2.39456243;0.503922686;0.047789099;0.00403123;1000.037595;94.83775329;94841.31872
tetrabutylammonium chloride;acetic acid; 1& 1;313.15;2;-0.37716153;-1.41980403;-2.43585127;0.419602889;0.038036099;0.003665631;915.7559034;83.01130226;76018.09009
tetrabutylammonium chloride;acetic acid; 1& 1;323.15;2;-0.45872675;-1.51297433;-2.47438424;0.347754894;0.030692034;0.003354407;829.3683863;73.19811496;60708.20248
tetrabutylammonium chloride;acetic acid; 1& 1;333.15;2;-0.5404358;-1.60089501;-2.51042161;0.288113893;0.025067152;0.003087297;746.5790468;64.95559824;48494.48862
tetrabutylammonium chloride;acetic acid; 1& 1;303.15;3;-0.19365924;-1.15282738;-2.21885856;0.640236987;0.070335183;0.006041454;847.7919861;93.13676883;78960.60622
tetrabutylammonium chloride;acetic acid; 1& 1;313.15;3;-0.25917509;-1.250089;-2.26010326;0.550585678;0.05622261;0.005494102;801.7115807;81.8661274;65633.0224
tetrabutylammonium chloride;acetic acid; 1& 1;323.15;3;-0.3287198;-1.34187726;-2.29859956;0.469115951;0.045511667;0.00502806;746.3967625;72.41229083;54048.29944
tetrabutylammonium chloride;acetic acid; 1& 1;333.15;3;-0.40092758;-1.42876189;-2.33460618;0.397257788;0.037259593;0.004628005;686.7024344;64.40717889;44228.56654
tetrabutylammonium chloride;acetic acid;1&2;303.15;1;-0.61238938;-1.71856177;-2.78100654;0.24412408;0.019117814;0.001655745;1179.524991;92.37081107;108953.6801
tetrabutylammonium chloride;acetic acid;1&2;313.15;1;-0.70599416;-1.81701538;-2.82021475;0.196791275;0.015239988;0.001512813;1040.66411;80.59152188;83868.70438
tetrabutylammonium chloride;acetic acid;1&2;323.15;1;-0.79770262;-1.90899094;-2.8567409;0.159329935;0.012331306;0.001390782;916.4911318;70.93163114;65008.21091
tetrabutylammonium chloride;acetic acid;1&2;333.15;1;-0.88651744;-1.99538228;-2.89084185;0.129862141;0.010106894;0.001285755;808.0056489;62.8853608;50811.72676
tetrabutylammonium chloride;acetic acid;1&2;303.15;2;-0.39758041;-1.42515173;-2.48026839;0.40033134;0.037570612;0.003309265;967.7829508;90.82525942;87899.13757
tetrabutylammonium chloride;acetic acid;1&2;313.15;2;-0.47444681;-1.52186874;-2.51944481;0.335392379;0.03006985;0.003023815;887.3357659;79.55473932;70591.76554
tetrabutylammonium chloride;acetic acid;1&2;323.15;2;-0.55168798;-1.61256914;-2.55594443;0.280744993;0.024402306;0.002780069;807.8792191;70.22071981;56729.86029
tetrabutylammonium chloride;acetic acid;1&2;333.15;2;-0.6288946;-1.6980116;-2.59002307;0.235020313;0.020044185;0.002570259;731.5069505;62.38805653;45637.29698
tetrabutylammonium chloride;acetic acid;1&2;303.15;3;0;-1.25646272;-2.30446763;1;0.05540351;0.004960579;1612.714969;89.35006998;144096.1953
tetrabutylammonium chloride;acetic acid;1&2;313.15;3;-0.30729488;-1.35152962;-2.34361252;0.492839059;0.04451131;0.004533018;869.7764148;78.55482889;68325.13744
tetrabutylammonium chloride;acetic acid;1&2;323.15;3;-0.42628629;-1.44100532;-2.38008583;0.374725899;0.036223856;0.00416787;719.2659925;69.52972265;50010.36497
tetrabutylammonium chloride;acetic acid;1&2;333.15;3;-0.49408792;-1.52552522;-2.4141423;0.32056203;0.029817744;0.003853521;665.4943413;61.9023401;41195.65705
tetraethylammonium chloride;acetic acid; 1& 1;303.15;1;-0.6254991;-1.81691989;-2.95871068;0.236865004;0.015243339;0.001099738;1723.064628;110.8870365;191065.5303
tetraethylammonium chloride;acetic acid; 1& 1;313.15;1;-0.72636287;-1.91918491;-2.99995302;0.187774723;0.01204523;0.001000108;1502.035292;96.351415;144723.2257
tetraethylammonium chloride;acetic acid; 1& 1;323.15;1;-0.82428399;-2.01463252;-3.03810355;0.14987045;0.009668687;0.000916002;1308.909281;84.44248726;110527.5552
tetraethylammonium chloride;acetic acid; 1& 1;333.15;1;-0.9184961;-2.10418873;-3.07346717;0.120643492;0.007867038;0.00084437;1143.039022;74.53640238;85198.01649
tetraethylammonium chloride;acetic acid; 1& 1;303.15;2;-0.39082419;-1.52245739;-2.65786279;0.406607898;0.03002912;0.002198554;1479.546391;109.2686021;161667.9659
tetraethylammonium chloride;acetic acid; 1& 1;313.15;2;-0.47930695;-1.62310477;-2.69907198;0.331659965;0.023817448;0.00199953;1326.9514;95.29216564;126448.0726
tetraethylammonium chloride;acetic acid; 1& 1;323.15;2;-0.56665105;-1.71738844;-2.73719613;0.271237011;0.019169534;0.001831487;1184.772778;83.73319772;99204.81327
tetraethylammonium chloride;acetic acid; 1& 1;333.15;2;-0.65220725;-1.80608679;-2.77253858;0.222737197;0.015628353;0.001688346;1055.410273;74.05284992;78156.13853
tetraethylammonium chloride;acetic acid; 1& 1;303.15;3;-0.26503259;-1.3526944;-2.48195265;0.543209567;0.044392091;0.003296457;1318.287236;107.7328718;142022.8698
tetraethylammonium chloride;acetic acid; 1& 1;313.15;3;-0.34644775;-1.45182263;-2.5231289;0.45035216;0.035332744;0.002998272;1201.631036;94.27493833;113283.6919
tetraethylammonium chloride;acetic acid; 1& 1;323.15;3;-0.42680513;-1.5449943;-2.56122683;0.374278491;0.028510557;0.002746459;1090.21383;83.04672625;90538.68949
tetraethylammonium chloride;acetic acid; 1& 1;333.15;3;-0.50612035;-1.63286882;-2.59654822;0.311802541;0.023287946;0.00253193;985.1851501;73.58162708;72491.52632
tetraethylammonium chloride;acetic acid;1&2;303.15;1;-0.71610037;-1.93876524;-3.05612058;0.192264733;0.011514226;0.000878778;1750.290747;104.8202828;183465.9711
tetraethylammonium chloride;acetic acid;1&2;313.15;1;-0.8162923;-2.03633577;-3.09241632;0.152653828;0.009197382;0.000808321;1510.824459;91.02706438;137525.9153
tetraethylammonium chloride;acetic acid;1&2;323.15;1;-0.91266555;-2.12715341;-3.12592442;0.122274093;0.007461851;0.0007483;1307.220521;79.7739317;104282.1206
tetraethylammonium chloride;acetic acid;1&2;333.15;1;-1.00475916;-2.21217879;-3.15692304;0.098910145;0.006135094;0.00069675;1135.674481;70.44241506;79999.65314
tetraethylammonium chloride;acetic acid;1&2;303.15;2;-0.47397873;-1.6419729;-2.75510793;0.335754058;0.022804844;0.001757487;1528.33721;103.806612;158651.5078
tetraethylammonium chloride;acetic acid;1&2;313.15;2;-0.56320233;-1.73850236;-2.79139269;0.273399471;0.018259868;0.001616618;1352.945639;90.36085196;122253.3206
tetraethylammonium chloride;acetic acid;1&2;323.15;2;-0.64997914;-1.82856552;-2.82489097;0.223882867;0.01484002;0.001496611;1196.745538;79.32597833;94933.01063
tetraethylammonium chloride;acetic acid;1&2;333.15;2;-0.73424029;-1.91303737;-2.85588472;0.184399488;0.012216945;0.001393527;1058.60616;70.13540949;74245.77655
tetraethylammonium chloride;acetic acid;1&2;303.15;3;-0.30291999;-1.46997866;-2.5790333;0.497828791;0.033886081;0.002636129;1510.787201;102.8358701;155363.1164
tetraethylammonium chloride;acetic acid;1&2;313.15;3;-0.42651237;-1.56552092;-2.61530722;0.374530879;0.027194375;0.002424894;1235.619737;89.71731896;110856.4901
tetraethylammonium chloride;acetic acid;1&2;323.15;3;-0.50702761;-1.65486274;-2.64879726;0.311151852;0.022137943;0.00224493;1108.81639;78.89046338;87475.03884
tetraethylammonium chloride;acetic acid;1&2;333.15;3;-0.58536338;-1.73880066;-2.67978474;0.259798488;0.018247331;0.002090332;994.2860517;69.83514947;69436.11504
Triethylmethylammonium chloride;acetic acid; 1& 1;303.15;1;-0.64861477;-1.85013973;-2.99499758;0.224587319;0.014120831;0.001011585;1776.122013;111.672911;198344.7155
Triethylmethylammonium chloride;acetic acid; 1& 1;313.15;1;-0.74984781;-1.95257112;-3.03667524;0.177890268;0.011153955;0.00091902;1548.522133;97.09438316;150352.8013
Triethylmethylammonium chloride;acetic acid; 1& 1;323.15;1;-0.84799115;-2.04813112;-3.07516143;0.141908644;0.008950945;0.000841082;1349.771541;85.1373831;114916.0168
Triethylmethylammonium chloride;acetic acid; 1& 1;333.15;1;-0.94233157;-2.13775331;-3.11077447;0.114200612;0.007281933;0.000774864;1179.051804;75.1815278;88642.91596
Triethylmethylammonium chloride;acetic acid; 1& 1;303.15;2;-0.41274206;-1.55527835;-2.69411209;0.38659652;0.02784336;0.002022497;1529.184957;110.1345869;168416.1534
Triethylmethylammonium chloride;acetic acid; 1& 1;313.15;2;-0.50183804;-1.65616833;-2.73575866;0.314892241;0.022071491;0.001837559;1370.915248;96.09046986;131731.8903
Triethylmethylammonium chloride;acetic acid; 1& 1;323.15;2;-0.58958118;-1.75062246;-2.77422041;0.257287579;0.017757325;0.00168182;1223.852888;84.46716868;103375.3883
Triethylmethylammonium chloride;acetic acid; 1& 1;333.15;2;-0.67539732;-1.83943271;-2.80981408;0.211155637;0.014473291;0.00154948;1090.201429;74.72593486;81466.32098
Triethylmethylammonium chloride;acetic acid; 1& 1;303.15;3;-0.28586507;-1.38512818;-2.51816443;0.517767671;0.041197591;0.003032743;1365.80704;108.6741462;148427.914
Triethylmethylammonium chloride;acetic acid; 1& 1;313.15;3;-0.36815033;-1.48457082;-2.55978012;0.428400205;0.032766434;0.002755624;1243.711864;95.12601133;118309.3488
Triethylmethylammonium chloride;acetic acid; 1& 1;323.15;3;-0.4490507;-1.57796887;-2.59821758;0.355589804;0.026425982;0.002522217;1127.864343;83.81827081;94535.63898
Triethylmethylammonium chloride;acetic acid; 1& 1;333.15;3;-0.52871635;-1.66599926;-2.63379198;0.295994506;0.021577481;0.00232385;1018.979899;74.28184925;75691.71126
Triethylmethylammonium chloride;acetic acid;1&2;303.15;1;-0.74038997;-1.97197071;-3.09049262;0.181806761;0.010666681;0.000811909;1791.400277;105.1022218;188280.1493
Triethylmethylammonium chloride;acetic acid;1&2;313.15;1;-0.8412034;-2.06924855;-3.12665886;0.14414401;0.00852612;0.000747035;1543.63795;91.30620597;140943.7246
Triethylmethylammonium chloride;acetic acid;1&2;323.15;1;-0.93785226;-2.1597387;-3.15997399;0.115384571;0.006922473;0.000691872;1334.171678;80.04335376;106791.5756
Triethylmethylammonium chloride;acetic acid;1&2;333.15;1;-1.02999745;-2.24441654;-3.19073474;0.093325978;0.005696177;0.000644563;1158.316591;70.69817238;81890.86603
Triethylmethylammonium chloride;acetic acid;1&2;303.15;2;-0.49528628;-1.6747157;-2.78944508;0.319678714;0.02114873;0.001623884;1574.884784;104.1883996;164084.7252
Triethylmethylammonium chloride;acetic acid;1&2;313.15;2;-0.5858825;-1.77104435;-2.82560258;0.259488132;0.016941648;0.001494161;1389.344887;90.70854839;126025.4579
Triethylmethylammonium chloride;acetic acid;1&2;323.15;2;-0.67350944;-1.86085239;-2.85891136;0.212075529;0.013776776;0.001383849;1226.004056;79.64324689;97642.94372
Triethylmethylammonium chloride;acetic acid;1&2;333.15;2;-0.7582145;-1.94503194;-2.88966754;0.17449601;0.011349273;0.001289236;1082.786985;70.42479427;76255.05067
Triethylmethylammonium chloride;acetic acid;1&2;303.15;3;-0.36065548;-1.50226839;-2.61333563;0.435857496;0.031458036;0.002435928;1431.430073;103.3135363;147886.1027
Triethylmethylammonium chloride;acetic acid;1&2;313.15;3;-0.44664937;-1.59770059;-2.64948451;0.357561401;0.025252211;0.00224138;1276.218768;90.13094135;115026.7989
Triethylmethylammonium chloride;acetic acid;1&2;323.15;3;-0.52874028;-1.6868566;-2.68278704;0.295978197;0.020565695;0.002075931;1140.608876;79.25386066;90397.65695
Triethylmethylammonium chloride;acetic acid;1&2;333.15;3;-0.60803019;-1.77055555;-2.71353872;0.246586792;0.016960726;0.001934021;1019.996114;70.15734687;71560.22114
tetramethylammonium chloride;acetic acid; 1& 1;303.15;1;-0.72094654;-1.96589167;-3.13276753;0.190131231;0.010817037;0.000736601;2064.956831;117.4805164;242592.195
tetramethylammonium chloride;acetic acid; 1& 1;313.15;1;-0.82285453;-2.072574;-3.18043338;0.150364554;0.008461084;0.000660034;1822.505455;102.5532356;186903.8313
tetramethylammonium chloride;acetic acid; 1& 1;323.15;1;-0.92195229;-2.17183054;-3.22383315;0.119687201;0.006732393;0.000597265;1603.137773;90.17633843;144565.0943
tetramethylammonium chloride;acetic acid; 1& 1;333.15;1;-1.01745968;-2.26464604;-3.26345196;0.0960595;0.005436933;0.00054519;1409.555781;79.78034444;112454.8457
tetramethylammonium chloride;acetic acid; 1& 1;303.15;2;-0.48901224;-1.67044372;-2.8318173;0.324330476;0.021357788;0.001472932;1761.550293;116.0014898;204342.4584
tetramethylammonium chloride;acetic acid; 1& 1;313.15;2;-0.57874196;-1.77558307;-2.87944449;0.263789825;0.016765516;0.001319944;1598.794027;101.6134992;162459.0555
tetramethylammonium chloride;acetic acid; 1& 1;323.15;2;-0.66711601;-1.87375984;-2.92281545;0.215220675;0.013373348;0.001194496;1441.416294;89.56649864;129102.6105
tetramethylammonium chloride;acetic acid; 1& 1;333.15;2;-0.75358733;-1.96580433;-2.96241266;0.176365109;0.010819213;0.001090404;1293.943511;79.37766456;102710.214
tetramethylammonium chloride;acetic acid; 1& 1;303.15;3;-0.362227;-1.49969132;-2.65580477;0.434283171;0.031645261;0.002208998;1572.7792;114.6049661;180248.3069
tetramethylammonium chloride;acetic acid; 1& 1;313.15;3;-0.44573036;-1.60339219;-2.70339355;0.358318837;0.02492343;0.001979732;1447.948706;100.7143483;145829.2103
tetramethylammonium chloride;acetic acid; 1& 1;323.15;3;-0.52766364;-1.70054421;-2.74673588;0.296712853;0.019927636;0.001791695;1324.836324;88.97779867;117881.0197
tetramethylammonium chloride;acetic acid; 1& 1;333.15;3;-0.60813142;-1.79185106;-2.78631162;0.246529321;0.016149123;0.001635642;1205.785861;78.9860775;95240.29545
tetramethylammonium chloride;acetic acid;1&2;303.15;1;-0.81824202;-2.08719171;-3.22043583;0.151970041;0.008181036;0.000601955;2019.68573;108.7261743;219592.7027
tetramethylammonium chloride;acetic acid;1&2;313.15;1;-0.91987166;-2.18505269;-3.25817266;0.120261977;0.006530513;0.000551858;1743.375695;94.66947245;165044.4573
tetramethylammonium chloride;acetic acid;1&2;323.15;1;-1.01712548;-2.27580272;-3.29234512;0.096133448;0.005299041;0.000510099;1507.681573;83.1060014;125297.387
tetramethylammonium chloride;acetic acid;1&2;333.15;1;-1.1096352;-2.36047751;-3.32340213;0.077689942;0.004360361;0.000474895;1308.75067;73.45385731;96132.78496
tetramethylammonium chloride;acetic acid;1&2;303.15;2;-0.56981203;-1.78882013;-2.91929132;0.26927;0.016262221;0.001204228;1788.830854;108.0341793;193254.8732
tetramethylammonium chloride;acetic acid;1&2;313.15;2;-0.66205621;-1.88591206;-2.95702148;0.217742793;0.013004329;0.001104024;1577.812008;94.23221659;148680.7229
tetramethylammonium chloride;acetic acid;1&2;323.15;2;-0.75097878;-1.97612472;-2.99119002;0.177427617;0.010565141;0.001020493;1390.917038;82.82382569;115201.0703
tetramethylammonium chloride;acetic acid;1&2;333.15;2;-0.83652241;-2.06042174;-3.02224508;0.145706052;0.008701182;0.000950069;1226.909861;73.26782965;89893.02269
tetramethylammonium chloride;acetic acid;1&2;303.15;3;-0.42907616;-1.61529191;-2.74308511;0.372326408;0.024249796;0.00180682;1648.537904;107.3700578;177003.61
tetramethylammonium chloride;acetic acid;1&2;313.15;3;-0.51866839;-1.71165463;-2.78080867;0.302922554;0.0194243;0.0016565;1462.95264;93.80889644;137237.9727
tetramethylammonium chloride;acetic acid;1&2;323.15;3;-0.60315749;-1.80135577;-2.81497335;0.249369027;0.015799532;0.001531181;1302.884289;82.54819226;107550.7427
tetramethylammonium chloride;acetic acid;1&2;333.15;3;-0.68413389;-1.88528599;-2.84602651;0.206950324;0.013023089;0.001425521;1161.4021;73.0853796;84881.51335
tetramethylammonium chloride;acetic acid; 1& 4;303.15;1;-0.91296076;-2.18196051;-3.26990751;0.122191006;0.006577176;0.000537146;1819.854794;97.95734079;178268.1362
tetramethylammonium chloride;acetic acid; 1& 4;313.15;1;-1.01690187;-2.27319737;-3.30189994;0.096182958;0.005330926;0.000498999;1542.013078;85.46583834;131789.4404
tetramethylammonium chloride;acetic acid; 1& 4;323.15;1;-1.11403624;-2.35755075;-3.33060935;0.076906626;0.004389846;0.000467079;1317.2345;75.18800939;99040.23998
tetramethylammonium chloride;acetic acid; 1& 4;333.15;1;-1.20480361;-2.43608723;-3.35648596;0.062401696;0.00366364;0.000440062;1134.415984;66.60222178;75554.62493
tetramethylammonium chloride;acetic acid; 1& 4;303.15;2;-0.62564363;-1.88180749;-2.9686573;0.23678619;0.013127817;0.001074837;1762.396643;97.71017632;172204.0868
tetramethylammonium chloride;acetic acid; 1& 4;313.15;2;-0.73352742;-1.97274903;-3.00066175;0.184702418;0.010647581;0.000998477;1479.872558;85.31054315;126248.7317
tetramethylammonium chloride;acetic acid; 1& 4;323.15;2;-0.83054472;-2.05689891;-3.02938177;0.147725436;0.00877205;0.000934584;1264.523885;75.08839941;94951.07456
tetramethylammonium chloride;acetic acid; 1& 4;333.15;2;-0.91961166;-2.13529381;-3.05526786;0.120333996;0.007323289;0.000880506;1093.317216;66.53712584;72746.18521
tetramethylammonium chloride;acetic acid; 1& 4;303.15;3;-0.4369145;-1.7065278;-2.79234521;0.365666774;0.019654962;0.001613076;1813.5131;97.47817664;176777.9503
tetramethylammonium chloride;acetic acid; 1& 4;313.15;3;-0.55340992;-1.79719936;-2.82436177;0.279634068;0.015951467;0.001498436;1492.938222;85.16328341;127143.5209
tetramethylammonium chloride;acetic acid; 1& 4;323.15;3;-0.65850742;-1.88116034;-2.8530925;0.219529344;0.013147393;0.001402515;1252.203943;74.99324514;93906.83727
tetramethylammonium chloride;acetic acid; 1& 4;333.15;3;-0.75132628;-1.95942246;-2.87898813;0.177285706;0.010979373;0.001321332;1073.375892;66.47458841;71352.22066
Tetrapropylammonium chloride;acetic acid; 1& 1;303.15;1;-0.55828058;-1.69537019;-2.80248667;0.276515461;0.020166467;0.001575844;1403.770388;102.3779589;143715.1472
Tetrapropylammonium chloride;acetic acid; 1& 1;313.15;1;-0.65790239;-1.79654292;-2.84318935;0.219835391;0.015975596;0.001434864;1225.679569;89.07101822;109172.5273
Tetrapropylammonium chloride;acetic acid; 1& 1;323.15;1;-0.7548768;-1.89111428;-2.88105703;0.175842237;0.012849485;0.001315052;1069.72025;78.16867257;83618.61193
