HBA;HBD;Molar ratio;Temperature (C);Pressure (bar);log 10 x_sol H2S;log 10 x_sol CO2;log 10 x_sol CH4;solubility H2S;solubility CO2;solubility CH4;Selectivity of H2S/ CH4;Selectivity of CO2/ CH4;Performance Index
tetrabutylammonium bromide;octanoic acid; 1& 4;313.15;2;-0.5182447;-1.44015508;-2.3558613;0.303218224;0.036294843;0.004406956;550.4356918;65.886465;36266.26194
tetrabutylammonium bromide;octanoic acid; 1& 4;323.15;2;-0.59824765;-1.53032966;-2.39465625;0.252204221;0.029489699;0.004030359;500.6089238;58.53512862;29303.20774
tetrabutylammonium bromide;octanoic acid; 1& 4;333.15;2;-0.67409264;-1.61526828;-2.43101041;0.211790931;0.024251115;0.003706718;457.0963538;52.33980701;23924.33495
tetrabutylammonium bromide;octanoic acid; 1& 4;303.15;3;0;-1.17449303;-2.13842379;1;0.066912456;0.0072707;1100.306749;73.62422682;81009.23369
tetrabutylammonium bromide;octanoic acid; 1& 4;313.15;3;-0.32660162;-1.26919585;-2.17988957;0.471409554;0.05380271;0.006608615;570.6606635;65.13039424;37167.35399
tetrabutylammonium bromide;octanoic acid; 1& 4;323.15;3;-0.40343818;-1.35827598;-2.21867765;0.394967917;0.043825211;0.006043971;522.7926305;58.00850287;30326.41781
tetrabutylammonium bromide;octanoic acid; 1& 4;333.15;3;-0.53266194;-1.44239175;-2.25502552;0.293317558;0.0361084;0.005558716;422.1371434;51.96653463;21937.00448
Tetrabutylammonium bromide;Propionic Acid; 1& 1;303.15;1;-0.50988841;-1.61530427;-2.69754289;0.309108957;0.024249106;0.002006583;1232.379504;96.67821137;119144.2462
Tetrabutylammonium bromide;Propionic Acid; 1& 1;313.15;1;-0.60601848;-1.71671631;-2.73841238;0.247731664;0.019199225;0.001826365;1085.135289;84.0980754;91257.78932
Tetrabutylammonium bromide;Propionic Acid; 1& 1;323.15;1;-0.70082697;-1.81162204;-2.77660952;0.199146661;0.015430428;0.001672594;952.5165647;73.8035865;70299.13868
Tetrabutylammonium bromide;Propionic Acid; 1& 1;333.15;1;-0.79294817;-1.90089518;-2.8123826;0.161083787;0.012563332;0.001540343;836.6126306;65.24953289;54588.58336
Tetrabutylammonium bromide;Propionic Acid; 1& 1;303.15;2;-0.29732586;-1.32207629;-2.39682731;0.504282782;0.04763473;0.004010261;1005.984842;95.02568458;95594.3983
Tetrabutylammonium bromide;Propionic Acid; 1& 1;313.15;2;-0.37500731;-1.42167323;-2.4376627;0.421689406;0.037872744;0.003650373;924.1561905;83.0002608;76705.20483
Tetrabutylammonium bromide;Propionic Acid; 1& 1;323.15;2;-0.45505839;-1.51525534;-2.47583139;0.350704719;0.030531255;0.003343248;839.195192;73.05770696;61309.67642
Tetrabutylammonium bromide;Propionic Acid; 1& 1;333.15;2;-0.53562925;-1.60354964;-2.51158051;0.291320301;0.024914396;0.003079069;756.9047784;64.73227299;48996.16675
Tetrabutylammonium bromide;Propionic Acid; 1& 1;303.15;3;-0.19521823;-1.15360403;-2.22104939;0.637942844;0.070209515;0.006011054;849.0263069;93.44054159;79333.47795
Tetrabutylammonium bromide;Propionic Acid; 1& 1;313.15;3;-0.25990926;-1.25146089;-2.26185089;0.549655705;0.056045289;0.005472038;803.5846217;81.93698644;65843.30225
Tetrabutylammonium bromide;Propionic Acid; 1& 1;323.15;3;-0.32856473;-1.34376235;-2.29999129;0.469283484;0.045314548;0.005011973;749.0598978;72.33007693;54179.56003
Tetrabutylammonium bromide;Propionic Acid; 1& 1;333.15;3;-0.39970361;-1.43109914;-2.33571658;0.398378957;0.037059611;0.004616187;690.4034565;64.2254901;44341.50036
Tetrabutylammonium bromide;Propionic Acid;1&2;303.15;1;-0.61201649;-1.70493364;-2.75730193;0.244333778;0.019727241;0.001748631;1117.829141;90.25229972;100886.6506
Tetrabutylammonium bromide;Propionic Acid;1&2;313.15;1;-0.70576222;-1.80431465;-2.79704662;0.196896402;0.015692255;0.001595708;987.1300822;78.67231992;77659.81363
Tetrabutylammonium bromide;Propionic Acid;1&2;323.15;1;-0.79802775;-1.89720572;-2.83417359;0.159210699;0.012670515;0.001464962;869.4324131;69.19231432;60158.04081
Tetrabutylammonium bromide;Propionic Acid;1&2;333.15;1;-0.88754544;-1.98449367;-2.86892149;0.129555114;0.010363497;0.001352317;766.4186018;61.30809292;46987.66286
Tetrabutylammonium bromide;Propionic Acid;1&2;303.15;2;-0.39853305;-1.41087968;-2.45649328;0.399454162;0.038825792;0.003495479;914.2189455;88.85944308;81236.98635
Tetrabutylammonium bromide;Propionic Acid;1&2;313.15;2;-0.47501689;-1.50866144;-2.4962159;0.334952412;0.030998349;0.003189952;840.0187828;77.73998401;65303.04675
Tetrabutylammonium bromide;Propionic Acid;1&2;323.15;2;-0.55281851;-1.60038098;-2.53332431;0.280015125;0.025096839;0.002928705;764.884371;68.55408158;52435.94557
Tetrabutylammonium bromide;Propionic Acid;1&2;333.15;2;-0.6308421;-1.68679849;-2.56805649;0.233968774;0.020568447;0.002703607;692.3160133;60.86224767;42135.90867
Tetrabutylammonium bromide;Propionic Acid;1&2;303.15;3;0;-1.24159337;-2.28062228;1;0.057333259;0.00524056;1526.554335;87.52233527;133607.6004
Tetrabutylammonium bromide;Propionic Acid;1&2;313.15;3;-0.30910105;-1.3378452;-2.32032302;0.490793667;0.045936172;0.004782742;820.9410207;76.83654123;63078.26858
Tetrabutylammonium bromide;Propionic Acid;1&2;323.15;3;-0.42653954;-1.42843277;-2.35741305;0.374507449;0.03728784;0.004391238;682.2813451;67.93135338;46348.29516
Tetrabutylammonium bromide;Propionic Acid;1&2;333.15;3;-0.49553198;-1.51400022;-2.39212963;0.319497909;0.030619619;0.004053875;630.5036964;60.42538094;38098.42603
choline chloride;acetic acid; 1& 1;303.15;1;-0.79591193;-2.09995317;-3.24030457;0.159988243;0.007944139;0.000575037;2225.782005;110.52013;3843.651821
choline chloride;acetic acid; 1& 1;313.15;1;-0.9029733;-2.20216845;-3.2838518;0.12503359;0.006278148;0.000520173;1922.952192;96.55468181;2901.094328
choline chloride;acetic acid; 1& 1;323.15;1;-1.00516956;-2.29672936;-3.32299536;0.098816721;0.005049759;0.00047534;1663.090133;84.98768254;2208.471504
choline chloride;acetic acid; 1& 1;333.15;1;-1.10208537;-2.38473542;-3.35828012;0.079052322;0.004123487;0.000438248;1443.061157;75.27221344;1697.225116
choline chloride;acetic acid; 1& 1;303.15;2;-0.54311042;-1.80107914;-2.93918861;0.286344984;0.015809599;0.001150301;1991.44436;109.9510692;3421.272448
choline chloride;acetic acid; 1& 1;313.15;2;-0.64070927;-1.90262915;-2.98272713;0.228712937;0.012513271;0.001040574;1758.360208;96.20285639;2643.113665
choline chloride;acetic acid; 1& 1;323.15;2;-0.73493962;-1.99673436;-3.02186496;0.184102794;0.010075478;0.0009509;1548.87128;84.76578475;2051.426399
choline chloride;acetic acid; 1& 1;333.15;2;-0.82539735;-2.08442546;-3.05714613;0.149486733;0.008233311;0.000876706;1364.076625;75.12952741;1601.288003
choline chloride;acetic acid; 1& 1;303.15;3;-0.40173773;-1.62707072;-2.76301092;0.396517418;0.023600939;0.001725794;1838.074783;109.4032408;3142.052158
choline chloride;acetic acid; 1& 1;313.15;3;-0.49456687;-1.72798613;-2.80654081;0.320208702;0.018707419;0.001561202;1640.831281;95.86159858;2457.698588
choline chloride;acetic acid; 1& 1;323.15;3;-0.58390531;-1.82165454;-2.84567298;0.260672184;0.01507806;0.001426681;1461.698014;84.54899058;1931.017057
choline chloride;acetic acid; 1& 1;333.15;3;-0.66990876;-1.90903817;-2.8809506;0.21384113;0.012329965;0.001315374;1300.564295;74.98983828;1523.892284
choline chloride;acetic acid;1&2;303.15;1;-0.87148312;-2.17247319;-3.27994736;0.134436402;0.006722438;0.000524871;2049.057884;102.4623134;3280.487672
choline chloride;acetic acid;1&2;313.15;1;-0.97777745;-2.26796742;-3.31684971;0.105250108;0.005395511;0.000482115;1746.474492;89.53076121;2443.174855
choline chloride;acetic acid;1&2;323.15;1;-1.07804397;-2.35610449;-3.34974082;0.083551842;0.004404489;0.00044695;1495.501445;78.83631516;1842.184738
choline chloride;acetic acid;1&2;333.15;1;-1.17220131;-2.43799934;-3.37915618;0.067266478;0.003647545;0.00041768;1288.382618;69.86293504;1406.409237
choline chloride;acetic acid;1&2;303.15;2;-0.6036351;-1.87221268;-2.9787246;0.249094937;0.013421076;0.001050208;1897.489962;102.2355428;3031.108064
choline chloride;acetic acid;1&2;313.15;2;-0.70355372;-1.96740092;-3.01563366;0.197900221;0.010779511;0.000964642;1641.231815;89.39695514;2292.517608
choline chloride;acetic acid;1&2;323.15;2;-0.79837632;-2.05533572;-3.04853117;0.159082966;0.008803681;0.00089427;1423.130862;78.756324;1751.258677
choline chloride;acetic acid;1&2;333.15;2;-0.88810167;-2.13709594;-3.07795262;0.12938929;0.007292964;0.000835694;1238.628125;69.81466638;1351.162645
choline chloride;acetic acid;1&2;303.15;3;-0.44791629;-1.6968489;-2.80244016;0.356519846;0.020097919;0.001576013;1809.730297;102.0190434;2884.796151
choline chloride;acetic acid;1&2;313.15;3;-0.5467652;-1.79174787;-2.83935599;0.283945376;0.01615296;0.001447585;1569.208952;89.26847322;2188.763864
choline chloride;acetic acid;1&2;323.15;3;-0.63905516;-1.87948968;-2.87225995;0.229585703;0.013198067;0.001341961;1368.657485;78.67925826;1682.577434
choline chloride;acetic acid;1&2;333.15;3;-0.7260655;-1.96112073;-2.90168753;0.18790334;0.010936523;0.001254043;1198.704172;69.76808249;1306.738931
choline chloride;Formic acid; 1& 1;303.15;1;-0.92583634;-2.29472363;-3.46123111;0.118621568;0.005073134;0.000345755;2744.63601;117.3809086;5033.872948
choline chloride;Formic acid; 1& 1;313.15;1;-1.03850009;-2.39826004;-3.50633168;0.091516607;0.003997053;0.000311651;2349.208573;102.6033704;3766.198708
choline chloride;Formic acid; 1& 1;323.15;1;-1.14494394;-2.49362842;-3.54642962;0.071623586;0.003209014;0.000284165;2016.395256;90.34230916;2846.340681
choline chloride;Formic acid; 1& 1;333.15;1;-1.24501183;-2.58198071;-3.58209725;0.056883744;0.002618299;0.00026176;1738.50285;80.02147034;2173.711785
choline chloride;Formic acid; 1& 1;303.15;2;-0.65489905;-1.99447795;-3.16007092;0.221360919;0.010127962;0.000691718;2560.129046;117.1339954;4685.595997
choline chloride;Formic acid; 1& 1;313.15;2;-0.76131053;-2.09766046;-3.20517027;0.173256473;0.007986188;0.00062349;2223.05254;102.4707222;3559.340613
choline chloride;Formic acid; 1& 1;323.15;2;-0.86244644;-2.1928006;-3.24526795;0.137263023;0.00641504;0.000568502;1931.57465;90.27288809;2724.512846
choline chloride;Formic acid; 1& 1;333.15;2;-0.95823952;-2.28100527;-3.28093594;0.110093196;0.005235941;0.000523678;1681.846698;79.98722996;2101.972791
choline chloride;Formic acid; 1& 1;303.15;3;-0.49766585;-1.81912654;-2.98384909;0.317931933;0.015166084;0.001037889;2450.604502;116.8994686;4476.161938
choline chloride;Formic acid; 1& 1;313.15;3;-0.60192523;-1.92197319;-3.02894728;0.250077587;0.011968144;0.000935519;2138.513701;102.3443983;3419.76403
choline chloride;Formic acid; 1& 1;323.15;3;-0.70032605;-2.01689512;-3.06904474;0.199376492;0.009618445;0.000853012;1869.858216;90.20686856;2635.532099
choline chloride;Formic acid; 1& 1;333.15;3;-0.7934706;-2.10495799;-3.10471314;0.160890129;0.007853116;0.000785754;1638.070265;79.95490968;2046.433752
choline chloride;Formic acid;1&2;303.15;1;-1.09819733;-2.50020831;-3.64262;0.079763219;0.003160761;0.000227709;2802.28729;111.0456823;4862.217253
choline chloride;Formic acid;1&2;313.15;1;-1.20887623;-2.59360506;-3.67736057;0.061819255;0.002549147;0.000210203;2352.742117;97.01647636;3566.480469
choline chloride;Formic acid;1&2;323.15;1;-1.31180665;-2.67927795;-3.70776829;0.048774559;0.002092773;0.000195989;1990.909995;85.4240833;2657.369708
choline chloride;Formic acid;1&2;333.15;1;-1.40734276;-2.75834914;-3.73430614;0.039143282;0.001744419;0.000184372;1698.452349;75.69147824;2008.724516
choline chloride;Formic acid;1&2;303.15;2;-0.80503754;-2.19858578;-3.341378;0.156661565;0.006330153;0.00045564;2750.619053;111.1430235;4776.751845
choline chloride;Formic acid;1&2;313.15;2;-0.91392421;-2.29198852;-3.37612971;0.121920235;0.005105185;0.000420601;2318.971905;97.10267118;3518.411974
choline chloride;Formic acid;1&2;323.15;2;-1.01519719;-2.3776843;-3.40654685;0.096561235;0.004190981;0.000392151;1969.879438;85.49732698;2631.553538
choline chloride;Formic acid;1&2;333.15;2;-1.10939002;-2.45678658;-3.43309268;0.077733815;0.003493119;0.000368899;1685.747976;75.75234596;1995.302561
choline chloride;Formic acid;1&2;303.15;3;-0.62880808;-2.02188237;-3.16507447;0.235067138;0.009508623;0.000683794;2750.149968;111.2454064;4780.336734
choline chloride;Formic acid;1&2;313.15;3;-0.73935314;-2.11529791;-3.19983734;0.182241323;0.007668353;0.000631194;2309.798989;97.19175337;3507.709589
choline chloride;Formic acid;1&2;323.15;3;-0.84078725;-2.20102068;-3.23026393;0.144282198;0.006294762;0.000588486;1961.40224;85.57230629;2622.52677
choline chloride;Formic acid;1&2;333.15;3;-0.93466285;-2.28015667;-3.25681776;0.116235062;0.005246182;0.000553582;1679.750956;75.81429084;1989.830118
choline chloride;guaiacol; 1& 1;303.15;1;-0.75601386;-1.98767285;-3.09716579;0.175382453;0.01028791;0.000799529;1754.857746;102.9397068;2822.570967
choline chloride;guaiacol; 1& 1;313.15;1;-0.85945958;-2.08458483;-3.13421241;0.138210303;0.008230291;0.000734155;1506.061883;89.68453629;2110.475962
choline chloride;guaiacol; 1& 1;323.15;1;-0.95774313;-2.17438003;-3.16767507;0.110219102;0.006692987;0.000679712;1297.244766;78.77438604;1596.713437
choline chloride;guaiacol; 1& 1;333.15;1;-1.05064152;-2.25813033;-3.19803959;0.088993539;0.005519118;0.000633812;1123.280079;69.66253063;1222.664577
choline chloride;guaiacol; 1& 1;303.15;2;-0.50296065;-1.68919392;-2.79609842;0.314079326;0.020455311;0.001599196;1571.186565;102.3280003;2512.130926
choline chloride;guaiacol; 1& 1;313.15;2;-0.59724515;-1.78543253;-2.83313844;0.252787066;0.016389567;0.001468458;1377.156439;89.28857605;1921.317772
choline chloride;guaiacol; 1& 1;323.15;2;-0.68794048;-1.87475134;-2.86659684;0.205144331;0.013342852;0.001359575;1207.108608;78.51189991;1480.818597
choline chloride;guaiacol; 1& 1;333.15;2;-0.77471695;-1.95816192;-2.89695879;0.167989853;0.011011287;0.001267772;1060.063368;69.48432725;1150.902968
choline chloride;guaiacol; 1& 1;303.15;3;-0.36335265;-1.51557989;-2.61996932;0.433159008;0.030508448;0.002399002;1444.463782;101.7371148;2296.1809
choline chloride;guaiacol; 1& 1;313.15;3;-0.45251536;-1.61117488;-2.65700284;0.35276431;0.024480773;0.002202912;1281.083587;88.90331334;1779.571492
choline chloride;guaiacol; 1& 1;323.15;3;-0.53824636;-1.70003796;-2.69045704;0.289570049;0.019950879;0.00203959;1135.796869;78.25445425;1388.768189
choline chloride;guaiacol; 1& 1;333.15;3;-0.62058125;-1.78311708;-2.72081647;0.239562452;0.016477181;0.001901882;1007.685959;69.30895917;1091.276015
choline chloride;guaiacol;1&2;303.15;1;-0.81061861;-1.99825291;-3.07740438;0.154661205;0.010040309;0.00083675;1478.685305;95.99341828;2217.875891
choline chloride;guaiacol;1&2;313.15;1;-0.91371967;-2.0903159;-3.10994389;0.121977669;0.008122395;0.000776347;1256.939016;83.69855823;1643.81224
choline chloride;guaiacol;1&2;323.15;1;-1.01046991;-2.17557801;-3.13930929;0.097618041;0.00667455;0.000725589;1076.290153;73.59041753;1237.572527
choline chloride;guaiacol;1&2;333.15;1;-1.10102425;-2.25511546;-3.16596401;0.079245708;0.005557565;0.000682395;929.0300185;65.15361797;945.7760454
choline chloride;guaiacol;1&2;303.15;2;-0.53906994;-1.69825636;-2.77621699;0.28902144;0.020032892;0.001674106;1381.137881;95.73056387;2065.892315
choline chloride;guaiacol;1&2;313.15;2;-0.63763746;-1.79002415;-2.80876681;0.230336382;0.016217199;0.001553221;1186.367763;83.52810852;1548.360238
choline chloride;guaiacol;1&2;323.15;2;-0.73015693;-1.87508072;-2.83814157;0.18614144;0.013332736;0.001451638;1025.828184;73.47690202;1177.729328
choline chloride;guaiacol;1&2;333.15;2;-0.81706166;-1.95447292;-2.86480486;0.152383639;0.011105218;0.001365196;892.96243;65.07616131;907.9776115
choline chloride;guaiacol;1&2;303.15;3;-0.37773333;-1.52314278;-2.59996768;0.419050796;0.029981767;0.002512073;1334.517696;95.4805445;1990.944941
choline chloride;guaiacol;1&2;313.15;3;-0.4781339;-1.61463537;-2.63252792;0.332557005;0.024286483;0.002330623;1141.521267;83.36476629;1486.916463
choline chloride;guaiacol;1&2;323.15;3;-0.56977679;-1.69949928;-2.66191213;0.26929185;0.019975641;0.00217815;989.0661233;73.36735071;1133.830643
choline chloride;guaiacol;1&2;333.15;3;-0.65494622;-1.7787541;-2.68858406;0.221336878;0.016643548;0.002048406;864.4260119;65.00098637;877.9459909
choline chloride;monoethanolamine; 1& 1;303.15;1;-0.76041967;-2.06853312;-3.21023843;0.173612236;0.008540177;0.000616257;2253.765606;110.8652133;3904.128198
choline chloride;monoethanolamine; 1& 1;313.15;1;-0.8664353;-2.17223857;-3.25550454;0.136008077;0.006726071;0.000555259;1959.562984;96.90718027;2967.120677
choline chloride;monoethanolamine; 1& 1;323.15;1;-0.96839174;-2.26836682;-3.29641226;0.107549466;0.005390551;0.000505345;1702.591681;85.33661796;2270.209622
choline chloride;monoethanolamine; 1& 1;333.15;1;-1.06566042;-2.35797815;-3.33347795;0.085968546;0.004385528;0.000464004;1482.202417;75.61183657;1751.125733
choline chloride;monoethanolamine; 1& 1;303.15;2;-0.51730371;-1.7701539;-2.9091758;0.303875922;0.01697642;0.001232606;1972.25051;110.1823135;3395.423812
choline chloride;monoethanolamine; 1& 1;313.15;2;-0.61240968;-1.87308298;-2.95442702;0.24411267;0.013394207;0.001110639;1758.358102;96.47927405;2650.704894
choline chloride;monoethanolamine; 1& 1;323.15;2;-0.70502054;-1.96867376;-2.99532405;0.197232945;0.010747965;0.001010825;1560.966192;85.06291806;2074.692801
choline chloride;monoethanolamine; 1& 1;333.15;2;-0.79460405;-2.05791023;-3.03238214;0.160470775;0.008751647;0.000928149;1383.146165;75.43308978;1630.234201
choline chloride;monoethanolamine; 1& 1;303.15;3;-0.38273932;-1.59663397;-2.73305143;0.414248248;0.025314306;0.00184905;1792.264477;109.5235336;3067.11154
choline chloride;monoethanolamine; 1& 1;313.15;3;-0.47238419;-1.69882051;-2.77828784;0.336989066;0.020006886;0.001666143;1618.056331;96.06325917;2428.683823
choline chloride;monoethanolamine; 1& 1;323.15;3;-0.55934348;-1.79389578;-2.81917426;0.27583954;0.016073269;0.001516442;1455.19357;84.79465294;1928.009902
choline chloride;monoethanolamine; 1& 1;333.15;3;-0.64371563;-1.8827661;-2.85622481;0.227135161;0.013098872;0.001392436;1304.965911;75.25731107;1534.503524
choline chloride;monoethanolamine;1&2;303.15;1;-0.81069722;-2.13417497;-3.24998871;0.154633213;0.00734218;0.000562356;2199.791284;104.4488655;3590.089123
choline chloride;monoethanolamine;1&2;313.15;1;-0.91775762;-2.23214451;-3.28919682;0.12084881;0.005859432;0.000513811;1881.608156;91.23097095;2682.202173
choline chloride;monoethanolamine;1&2;323.15;1;-1.01958076;-2.32286116;-3.3245251;0.095591492;0.004754872;0.000473669;1614.486162;80.307097;2025.854638
choline chloride;monoethanolamine;1&2;333.15;1;-1.11582645;-2.40738253;-3.35645745;0.076590261;0.00391397;0.000440091;1392.262055;71.14836215;1547.768202
choline chloride;monoethanolamine;1&2;303.15;2;-0.55402329;-1.83455932;-2.94882691;0.279239409;0.014636616;0.001125053;1985.608425;104.0776738;3229.023532
choline chloride;monoethanolamine;1&2;313.15;2;-0.65274543;-1.9320863;-2.98803553;0.222461351;0.01169267;0.001027932;1731.330927;90.99954419;2461.723832
choline chloride;monoethanolamine;1&2;323.15;2;-0.74739327;-2.02249982;-3.0233653;0.178898513;0.009495114;0.000947621;1510.295808;80.15958627;1891.635736
choline chloride;monoethanolamine;1&2;333.15;2;-0.83774976;-2.10681061;-3.05529977;0.145294856;0.007819687;0.000880441;1320.200816;71.05246461;1465.680028
choline chloride;monoethanolamine;1&2;303.15;3;-0.40783136;-1.65983952;-2.77260343;0.390992692;0.021885702;0.001688094;1852.942988;103.7179435;3002.866189
choline chloride;monoethanolamine;1&2;313.15;3;-0.50354009;-1.75694127;-2.81181264;0.313660557;0.017500833;0.001542366;1626.906285;90.7739757;2307.511744
choline chloride;monoethanolamine;1&2;323.15;3;-0.59431822;-1.84706044;-2.84714393;0.25449648;0.014221309;0.001421857;1431.909917;80.0153809;1790.231523
choline chloride;monoethanolamine;1&2;333.15;3;-0.68087653;-1.93116669;-2.87908057;0.208508359;0.011717455;0.001321051;1262.682109;70.95840861;1399.967391
choline chloride;Propionic Acid; 1& 1;303.15;1;-0.76395881;-2.03202723;-3.15185859;0.172203189;0.009289081;0.000704923;1954.293407;105.4195959;3219.075332
choline chloride;Propionic Acid; 1& 1;313.15;1;-0.86907997;-2.13249188;-3.1935863;0.135182362;0.00737069;0.000640345;1688.870372;92.08404894;2429.969094
choline chloride;Propionic Acid; 1& 1;323.15;1;-0.96946621;-2.22555705;-3.23123292;0.107283712;0.005948986;0.000587174;1461.694783;81.05239589;1851.154129
choline chloride;Propionic Acid; 1& 1;333.15;1;-1.06471331;-2.31230123;-3.26532184;0.086156231;0.004871905;0.000542848;1269.692391;71.79771073;1424.390735
choline chloride;Propionic Acid; 1& 1;303.15;2;-0.51469769;-1.7335619;-2.85077557;0.305704837;0.018468775;0.001410017;1734.474291;104.7860952;2839.824816
choline chloride;Propionic Acid; 1& 1;313.15;2;-0.60984554;-1.83329664;-2.89249272;0.245558211;0.014679233;0.001280877;1533.688521;91.68241975;2197.066792
choline chloride;Propionic Acid; 1& 1;323.15;2;-0.70187544;-1.92585322;-2.93013215;0.198666463;0.011861696;0.00117454;1353.152353;80.79210377;1708.187895
choline chloride;Propionic Acid; 1& 1;333.15;2;-0.79033974;-2.01224023;-2.96421631;0.162054188;0.009722093;0.001085885;1193.896165;71.62523617;1336.142105
choline chloride;Propionic Acid; 1& 1;303.15;3;-0.37684427;-1.55995651;-2.67463082;0.419909529;0.027545045;0.002115286;1588.095214;104.175189;2585.00186
choline chloride;Propionic Acid; 1& 1;313.15;3;-0.46669568;-1.6589942;-2.7163375;0.341432077;0.021928342;0.001921598;1421.450717;91.29211885;2027.613247
choline chloride;Propionic Acid; 1& 1;323.15;3;-0.5534436;-1.75106382;-2.7539698;0.279612382;0.017739288;0.001762099;1269.451716;80.53709622;1597.468047
choline chloride;Propionic Acid; 1& 1;333.15;3;-0.63713558;-1.83710246;-2.78804926;0.230602717;0.014551157;0.001629111;1132.409925;71.45568502;1264.330108
choline chloride;Propionic Acid;1&2;303.15;1;-0.82321764;-2.06592481;-3.14904481;0.150238888;0.008591623;0.000709505;1694.014631;96.87461443;2564.172097
choline chloride;Propionic Acid;1&2;313.15;1;-0.92786997;-2.1609102;-3.18556908;0.118067408;0.006903825;0.000652275;1448.068469;84.67376422;1915.834501
choline chloride;Propionic Acid;1&2;323.15;1;-1.02669627;-2.24879447;-3.21839927;0.094038075;0.005639045;0.000604785;1243.921536;74.59243542;1449.799014
choline chloride;Propionic Acid;1&2;333.15;1;-1.11958295;-2.33066354;-3.24804826;0.075930638;0.004670211;0.000564874;1075.363513;66.1416016;1111.347892
choline chloride;Propionic Acid;1&2;303.15;2;-0.5598573;-1.76613913;-2.84785252;0.275513383;0.017134083;0.001419539;1552.691613;96.56136069;2342.656482
choline chloride;Propionic Acid;1&2;313.15;2;-0.65766729;-1.86073778;-2.88438262;0.219954428;0.013780413;0.001305021;1348.358313;84.47628894;1779.754788
choline chloride;Propionic Acid;1&2;323.15;2;-0.75061707;-1.94835669;-2.91721866;0.177575452;0.011262721;0.001209989;1174.063474;74.46495939;1366.040452
choline chloride;Propionic Acid;1&2;333.15;2;-0.83866697;-2.03004115;-2.94687342;0.144988324;0.009331659;0.001130125;1026.352246;66.05751879;1059.348168
choline chloride;Propionic Acid;1&2;303.15;3;-0.40707553;-1.59124258;-2.67159845;0.391673754;0.02563052;0.002130108;1471.000793;96.25999992;2212.477129
choline chloride;Propionic Acid;1&2;313.15;3;-0.50393984;-1.68547371;-2.70813447;0.313371979;0.020631286;0.001958238;1280.220028;84.28508847;1685.991536
choline chloride;Propionic Acid;1&2;323.15;3;-0.59427527;-1.77283771;-2.74097642;0.25452165;0.016871834;0.001815614;1121.478977;74.34105106;1302.686343
choline chloride;Propionic Acid;1&2;333.15;3;-0.67941763;-1.85434463;-2.77063701;0.209209967;0.013984771;0.001695755;986.982306;65.97545089;1017.446917
choline chloride;urea; 1& 1;303.15;1;-0.8604278;-2.34889019;-3.51273242;0.137902519;0.004478265;0.000307091;3592.482051;116.662752;6548.575666
choline chloride;urea; 1& 1;313.15;1;-0.96895226;-2.44962164;-3.55744681;0.107410748;0.003551226;0.000277047;3101.591066;102.5451576;4969.580386
choline chloride;urea; 1& 1;323.15;1;-1.07295262;-2.54254512;-3.59731783;0.084537107;0.002867179;0.000252745;2675.809535;90.75335664;3794.354641
choline chloride;urea; 1& 1;333.15;1;-1.17192751;-2.6287483;-3.63284307;0.0673089;0.002350995;0.000232893;2312.094321;80.75785162;2917.496408
choline chloride;urea; 1& 1;303.15;2;-0.60770033;-2.048854;-3.2116589;0.246774153;0.008936058;0.000614244;3214.019867;116.3844308;5844.716764
choline chloride;urea; 1& 1;313.15;2;-0.70777082;-2.14922964;-3.25636422;0.195987864;0.007092027;0.000554161;2829.328583;102.3822258;4526.139967
choline chloride;urea; 1& 1;323.15;2;-0.80416745;-2.24191307;-3.29622841;0.156975744;0.005729107;0.000505559;2483.996314;90.65783156;3518.651866
choline chloride;urea; 1& 1;333.15;2;-0.89669361;-2.32795256;-3.33174844;0.12685465;0.004699454;0.000465856;2178.436058;80.7022916;2746.949719
choline chloride;urea; 1& 1;303.15;3;-0.46233796;-1.87371433;-3.03552378;0.344875259;0.01337475;0.000921459;2994.165535;116.1179706;5432.444149
choline chloride;urea; 1& 1;313.15;3;-0.55955319;-1.97374991;-3.0802201;0.275706376;0.010623071;0.000831342;2653.120022;102.2257197;4237.767246
choline chloride;urea; 1& 1;323.15;3;-0.65220183;-2.06620324;-3.1200775;0.222739977;0.008586116;0.000758442;2349.447025;90.56580401;3324.680606
choline chloride;urea; 1& 1;333.15;3;-0.74092646;-2.1520849;-3.15559235;0.181582311;0.007045553;0.000698888;2078.527989;80.64871221;2619.228212
choline chloride;urea;1&2;303.15;1;-0.99465368;-2.61045252;-3.76541939;0.101238644;0.002452153;0.000171625;4719.06215;114.3027968;8428.156281
choline chloride;urea;1&2;313.15;1;-1.10285563;-2.69839481;-3.79708746;0.07891224;0.002002651;0.000159556;3956.596997;100.4113109;6207.610799
choline chloride;urea;1&2;323.15;1;-1.20511354;-2.77939505;-3.8250062;0.062357179;0.0016619;0.000149621;3334.130904;88.85894179;4629.177249
choline chloride;urea;1&2;333.15;1;-1.30132799;-2.85446684;-3.84953531;0.049965704;0.001398084;0.000141405;2826.814478;79.09671682;3493.621004
choline chloride;urea;1&2;303.15;2;-0.72089501;-2.30918752;-3.46428178;0.190153792;0.00490696;0.000343335;4430.745009;114.3363297;7915.548787
choline chloride;urea;1&2;313.15;2;-0.8240867;-2.3970992;-3.49595219;0.149938548;0.004007752;0.000319189;3757.988762;100.4483893;5898.186218
