,Type,HBA,X HBA,Mw HBA,HBD,X HBD,Mw HBD,T (K),Viscosity
1102,5,CCCCCCCCCC(=O)O,0.667,172.26,CCCCCCCCCCCC(=O)O,0.333,200.32,328.15,4.75
1103,5,CCCCCCCCCC(=O)O,0.667,172.26,CCCCCCCCCCCC(=O)O,0.333,200.32,338.15,3.82
1104,5,CCCCCCCCCC(=O)O,0.667,172.26,CCCCCCCCCCCC(=O)O,0.333,200.32,343.15,3.44
1105,5,CCCCCCCCCC(=O)O,0.667,172.26,CCCCCCCCCCCC(=O)O,0.333,200.32,353.15,2.84
1106,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,C1=CC=C2C(=C1)C=CC=C2O,0.333,144.17,298.0,120.9
1107,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CCCCCCCCCCCCCCO,0.667,214.39,293.15,44.17
1108,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CCCCCCCCCCCCCCO,0.667,214.39,303.15,31.71
1109,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CCCCCCCCCCCCCCO,0.667,214.39,308.15,23.34
1110,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CCCCCCCCCCCCCCO,0.667,214.39,318.15,17.57
1111,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CCCCCCCCCCCCCCO,0.667,214.39,333.15,10.55
1112,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CCCCCCCCCCCCCCO,0.667,214.39,363.15,5.52
1113,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC(=O)O,0.5,60.05,303.15,6.9
1114,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC(=O)O,0.5,60.05,313.15,4.56
1115,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC(=O)O,0.5,60.05,318.15,3.84
1116,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC(=O)O,0.5,60.05,328.15,2.78
1117,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC(=O)O,0.5,60.05,333.15,2.39
1118,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC(=O)O,0.5,60.05,343.15,1.84
1119,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC(=O)O,0.5,60.05,348.15,1.63
1120,5,CC1CCC(C(C1)O)C(C)C,0.25,156.27,C1=CC=C(C=C1)C(=O)O,0.75,122.12,288.15,47.49
1121,5,CC1CCC(C(C1)O)C(C)C,0.25,156.27,C1=CC=C(C=C1)C(=O)O,0.75,122.12,293.15,29.43
1122,5,CC1CCC(C(C1)O)C(C)C,0.25,156.27,C1=CC=C(C=C1)C(=O)O,0.75,122.12,303.15,14.08
1123,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCCCC(=O)O,0.5,172.26,293.15,20.0
1124,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCCCC(=O)O,0.5,172.26,293.15,28.0
1125,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCCCC(=O)O,0.5,172.26,298.15,22.0
1126,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCCCC(=O)O,0.5,172.26,308.15,14.0
1127,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCCCC(=O)O,0.5,172.26,313.15,11.0
1128,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCCCC(=O)O,0.5,172.26,323.15,7.0
1129,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCCCC(=O)O,0.5,172.26,328.15,6.0
1130,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,293.15,33.06
1131,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,298.15,24.42
1132,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,308.15,14.51
1133,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,313.15,11.45
1134,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,323.15,7.61
1135,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,328.15,6.32
1136,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,338.15,4.51
1137,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,343.15,3.86
1138,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,353.15,2.86
1139,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0.25,206.28,303.15,80.23
1140,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0.25,206.28,313.15,38.05
1141,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0.25,206.28,318.15,33.2
1142,5,CC1CCC(C(C1)O)C(C)C,0.1,56.27,CC(C(=O)O)O,0.9,90.08,298.15,86.53
1143,5,CC1CCC(C(C1)O)C(C)C,0.1,56.27,CC(C(=O)O)O,0.9,90.08,303.15,58.84
1144,5,CC1CCC(C(C1)O)C(C)C,0.1,56.27,CC(C(=O)O)O,0.9,90.08,313.15,29.47
1145,5,CC1CCC(C(C1)O)C(C)C,0.1,56.27,CC(C(=O)O)O,0.9,90.08,318.15,21.95
1146,5,CC1CCC(C(C1)O)C(C)C,0.1,56.27,CC(C(=O)O)O,0.9,90.08,328.15,13.12
1147,5,CC1CCC(C(C1)O)C(C)C,0.1,56.27,CC(C(=O)O)O,0.9,90.08,333.15,10.46
1148,5,CC1CCC(C(C1)O)C(C)C,0.1,56.27,CC(C(=O)O)O,0.9,90.08,343.15,7.01
1149,5,CC1CCC(C(C1)O)C(C)C,0.25,156.27,CCCCCCCC(=O)O,0.75,144.21,318.15,7.61
1150,5,CC1CCC(C(C1)O)C(C)C,0.25,156.27,CCCCCCCC(=O)O,0.75,144.21,328.15,5.54
1151,5,CC1CCC(C(C1)O)C(C)C,0.25,156.27,CCCCCCCC(=O)O,0.75,144.21,333.15,4.81
1152,5,CC1CCC(C(C1)O)C(C)C,0.25,156.27,CCCCCCCC(=O)O,0.75,144.21,343.15,3.68
1153,5,CC1CCC(C(C1)O)C(C)C,0.25,156.27,CCCCCCCC(=O)O,0.75,144.21,348.15,3.25
1154,5,CC1CCC(C(C1)O)C(C)C,0.25,156.27,CCCCCCCC(=O)O,0.75,144.21,358.15,2.6
1155,5,CC1CCC(C(C1)O)C(C)C,0.25,156.27,CCCCCCCC(=O)O,0.75,144.21,363.15,2.34
1156,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CCCCCCCC(=O)O,0.667,144.21,313.15,7.37
1157,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CCCCCCCC(=O)O,0.667,144.21,318.15,6.23
1158,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CCCCCCCC(=O)O,0.667,144.21,328.15,4.6
1159,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CCCCCCCC(=O)O,0.667,144.21,333.15,4.0
1160,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CCCCCCCC(=O)O,0.667,144.21,343.15,3.1
1161,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CCCCCCCC(=O)O,0.667,144.21,348.15,2.75
1162,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCC(=O)O,0.5,144.21,303.15,12.18
1163,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCC(=O)O,0.5,144.21,313.15,8.06
1164,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCC(=O)O,0.5,144.21,318.15,6.72
1165,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCC(=O)O,0.5,144.21,328.15,4.79
1166,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCC(=O)O,0.5,144.21,333.15,3.56
1167,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCC(=O)O,0.5,144.21,343.15,2.73
1168,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CCCCCCCC(=O)O,0.5,144.21,348.15,2.42
1169,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCC(=O)O,0.333,144.21,303.15,17.71
1170,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCC(=O)O,0.333,144.21,308.15,10.73
1171,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCC(=O)O,0.333,144.21,318.15,7.0
1172,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCC(=O)O,0.333,144.21,323.15,5.78
1173,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCC(=O)O,0.333,144.21,333.15,4.09
1174,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCC(=O)O,0.333,144.21,338.15,3.49
1175,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCC(=O)O,0.333,144.21,348.15,2.63
1176,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCC(=O)O,0.333,144.21,353.15,2.3
1177,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCC(=O)O,0.25,144.21,338.15,3.56
1178,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCC(=O)O,0.25,144.21,343.15,3.04
1179,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCC(=O)O,0.25,144.21,353.15,2.32
1180,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCC(=O)O,0.25,144.21,303.15,20.82
1181,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCC(=O)O,0.25,144.21,313.15,11.94
1182,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCC(=O)O,0.25,144.21,318.15,7.53
1183,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCC(=O)O,0.25,144.21,328.15,5.05
1184,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,C1=CC=C(C=C1)CC(=O)O,0.5,136.15,303.15,37.58
1185,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,C1=CC=C(C=C1)CC(=O)O,0.5,136.15,313.15,23.16
1186,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,C1=CC=C(C=C1)CC(=O)O,0.5,136.15,318.15,20.08
1187,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CC(=O)C(=O)O,0.667,88.06,323.15,7.51
1188,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CC(=O)C(=O)O,0.667,88.06,328.15,6.14
1189,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CC(=O)C(=O)O,0.667,88.06,293.15,44.64
1190,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CC(=O)C(=O)O,0.667,88.06,338.15,4.32
1191,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CC(=O)C(=O)O,0.667,88.06,298.15,29.95
1192,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CC(=O)C(=O)O,0.667,88.06,343.15,3.7
1193,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CC(=O)C(=O)O,0.667,88.06,308.15,15.67
1194,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CC(=O)C(=O)O,0.667,88.06,353.15,2.74
1195,5,CC1CCC(C(C1)O)C(C)C,0.333,156.27,CC(=O)C(=O)O,0.667,88.06,313.15,11.88
1196,5,CC1CCC(C(C1)O)C(C)C,0.8,156.27,CC1=CC(=C(C=C1)C(C)C)O,0.2,150.22,298.15,53.14
1197,5,C1=CN=CN1,0.5,68.08,CC(=O)O,0.5,60.05,293.15,20.0
1198,5,C1=CN=CN1,0.5,68.08,CC(=O)O,0.5,60.05,323.15,6.0
1199,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.2,234.34,CCCCCCCCCC(=O)O,0.8,172.26,338.15,23.0
1200,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.25,234.34,CCCCCCCCCC(=O)O,0.75,172.26,293.15,302.0
1201,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.25,234.34,CCCCCCCCCC(=O)O,0.75,172.26,303.15,141.5
1202,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.25,234.34,CCCCCCCCCC(=O)O,0.75,172.26,308.15,98.45
1203,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.25,234.34,CCCCCCCCCC(=O)O,0.75,172.26,318.15,51.1
1204,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.25,234.34,CCCCCCCCCC(=O)O,0.75,172.26,323.15,38.05
1205,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.333,234.34,CCCCCCCCCC(=O)O,0.667,172.26,288.0,360.6
1206,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.333,234.34,CCCCCCCCCC(=O)O,0.667,172.26,288.15,352.5
1207,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.333,234.34,CCCCCCCCCC(=O)O,0.667,172.26,298.15,160.0
1208,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.333,234.34,CCCCCCCCCC(=O)O,0.667,172.26,303.15,111.0
1209,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.333,234.34,CCCCCCCCCC(=O)O,0.667,172.26,313.15,57.15
1210,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.333,234.34,CCCCCCCCCC(=O)O,0.667,172.26,318.15,42.45
1211,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.2,234.34,CCCCCCCCCC(=O)O,0.8,172.26,298.15,142.0
1212,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.2,234.34,CCCCCCCCCC(=O)O,0.8,172.26,303.15,100.3
1213,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.2,234.34,CCCCCCCCCC(=O)O,0.8,172.26,323.15,52.7
1214,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.2,234.34,CCCCCCCCCC(=O)O,0.8,172.26,328.15,39.35
1215,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.667,234.34,CC1CCC(C(C1)O)C(C)C,0.333,156.27,298.0,68.05
1216,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.5,234.34,CC1=CC(=C(C=C1)C(C)C)O,0.5,150.22,298.15,99.0
1217,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.5,234.34,CC1=CC(=C(C=C1)C(C)C)O,0.5,150.22,308.15,48.0
1218,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.5,234.34,CC1=CC(=C(C=C1)C(C)C)O,0.5,150.22,313.15,35.0
1219,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.5,234.34,CC1=CC(=C(C=C1)C(C)C)O,0.5,150.22,323.15,20.0
1220,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.5,234.34,CC1=CC(=C(C=C1)C(C)C)O,0.5,150.22,328.15,16.0
1221,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.667,234.34,CC1=CC(=C(C=C1)C(C)C)O,0.333,150.22,290.0,122.0
1222,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC1(C2CCC1(C(=O)C2)C)C,0.5,152.23,303.15,16.42
1223,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC1(C2CCC1(C(=O)C2)C)C,0.5,152.23,313.15,9.87
1224,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC1(C2CCC1(C(=O)C2)C)C,0.5,152.23,318.15,7.89
1225,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC1(C2CCC1(C(=O)C2)C)C,0.5,152.23,328.15,5.3
1226,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC1(C2CCC1(C(=O)C2)C)C,0.5,152.23,333.15,4.44
1227,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC1(C2CCC1(C(=O)C2)C)C,0.5,152.23,343.15,3.23
1228,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC1(C2CCC1(C(=O)C2)C)C,0.5,152.23,348.15,2.8
1229,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC1(C2CCC1(C(=O)C2)C)C,0.5,152.23,358.15,1.93
1230,5,CC1CCC(C(C1)O)C(C)C,0.5,156.27,CC1(C2CCC1(C(=O)C2)C)C,0.5,152.23,363.15,1.73
1231,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCCCC(=O)O,0.4,172.26,293.15,24.68
1232,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCCCC(=O)O,0.4,172.26,298.15,18.85
1233,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCCCC(=O)O,0.4,172.26,308.15,11.68
1234,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCCCC(=O)O,0.4,172.26,313.15,9.43
1235,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCCCC(=O)O,0.4,172.26,323.15,6.42
1236,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCCCC(=O)O,0.4,172.26,328.15,5.39
1237,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCCCC(=O)O,0.4,172.26,338.15,3.92
1238,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCCCC(=O)O,0.4,172.26,343.15,3.4
1239,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCCCC(=O)O,0.4,172.26,353.15,2.61
1240,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCCCC(=O)O,0.4,172.26,358.15,2.31
1241,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCCCC(=O)O,0.4,172.26,368.15,1.84
1242,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCCCC(=O)O,0.4,172.26,373.15,1.66
1243,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,303.0,18.69
1244,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,308.0,14.9
1245,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,318.0,9.85
1246,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,323.0,8.22
1247,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,333.0,5.3
1248,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,338.0,4.64
1249,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,348.0,3.33
1250,5,CC1CCC(C(C1)O)C(C)C,0.667,156.27,CCCCCCCCCCCC(=O)O,0.333,200.32,353.0,2.92
1251,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCCCCCC(=O)O,0.25,200.32,303.15,20.91
1252,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCCCCCC(=O)O,0.25,200.32,308.15,15.93
1253,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCCCCCC(=O)O,0.25,200.32,323.15,7.94
1254,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCCCCCC(=O)O,0.25,200.32,333.15,5.4
1255,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCCCCCC(=O)O,0.25,200.32,338.15,4.54
1256,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCCCCCC(=O)O,0.25,200.32,348.15,3.32
1257,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCCCCCC(=O)O,0.25,200.32,353.15,2.87
1258,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCCCCCC(=O)O,0.25,200.32,363.15,2.21
1259,5,CC1CCC(C(C1)O)C(C)C,0.75,156.27,CCCCCCCCCCCC(=O)O,0.25,200.32,368.15,1.96
1260,5,CC1CCC(C(C1)O)C(C)C,0.85,156.27,CCCCCCCCCCCCCCCC(=O)O,0.15,256.43,313.15,15.25
1261,5,CC1CCC(C(C1)O)C(C)C,0.85,156.27,CCCCCCCCCCCCCCCC(=O)O,0.15,256.43,318.15,11.78
1262,5,CC1CCC(C(C1)O)C(C)C,0.85,156.27,CCCCCCCCCCCCCCCC(=O)O,0.15,256.43,328.15,7.46
1263,5,CC1CCC(C(C1)O)C(C)C,0.85,156.27,CCCCCCCCCCCCCCCC(=O)O,0.15,256.43,333.15,6.09
1264,5,CC1CCC(C(C1)O)C(C)C,0.85,156.27,CCCCCCCCCCCCCCCC(=O)O,0.15,256.43,343.15,4.21
1265,5,CC1CCC(C(C1)O)C(C)C,0.85,156.27,CCCCCCCCCCCCCCCC(=O)O,0.15,256.43,348.15,3.57
1266,5,CC1CCC(C(C1)O)C(C)C,0.85,156.27,CCCCCCCCCCCCCCCC(=O)O,0.15,256.43,358.15,2.65
1267,5,CC1CCC(C(C1)O)C(C)C,0.85,156.27,CCCCCCCCCCCCCCCC(=O)O,0.15,256.43,363.15,2.32
1268,5,CC1CCC(C(C1)O)C(C)C,0.7,156.27,CC1(C2CCC1(C(C2)O)C)C,0.3,154.25,278.15,680.52
1269,5,CC1CCC(C(C1)O)C(C)C,0.7,156.27,CC1(C2CCC1(C(C2)O)C)C,0.3,154.25,288.15,189.27
1270,5,CC1CCC(C(C1)O)C(C)C,0.7,156.27,CC1(C2CCC1(C(C2)O)C)C,0.3,154.25,298.15,110.4
1271,5,CC1CCC(C(C1)O)C(C)C,0.7,156.27,CC1(C2CCC1(C(C2)O)C)C,0.3,154.25,308.15,44.0
1272,5,CC1CCC(C(C1)O)C(C)C,0.7,156.27,CC1(C2CCC1(C(C2)O)C)C,0.3,154.25,313.15,29.65
1273,5,CC1CCC(C(C1)O)C(C)C,0.7,156.27,CC1(C2CCC1(C(C2)O)C)C,0.3,154.25,323.15,14.97
1274,5,CC1CCC(C(C1)O)C(C)C,0.7,156.27,CC1(C2CCC1(C(C2)O)C)C,0.3,154.25,328.15,11.12
1275,5,CC1CCC(C(C1)O)C(C)C,0.7,156.27,CC1(C2CCC1(C(C2)O)C)C,0.3,154.25,338.15,6.6
1276,5,CC1CCC(C(C1)O)C(C)C,0.7,156.27,CC1(C2CCC1(C(C2)O)C)C,0.3,154.25,343.15,5.26
1277,5,CC1CCC(C(C1)O)C(C)C,0.7,156.27,CC1(C2CCC1(C(C2)O)C)C,0.3,154.25,353.15,3.51
1278,5,CC1CCC(C(C1)O)C(C)C,0.7,156.27,CC1(C2CCC1(C(C2)O)C)C,0.3,154.25,368.15,2.14
1279,5,CC1CCC(C(C1)O)C(C)C,0.7,156.27,CC1(C2CCC1(C(C2)O)C)C,0.3,154.25,373.15,1.86
1280,5,CC1CCC(C(C1)O)C(C)C,0.9,156.27,CCCCCCCCCCCCCCCCCC(=O)O,0.1,284.48,318.15,12.62
1281,5,CC1CCC(C(C1)O)C(C)C,0.9,156.27,CCCCCCCCCCCCCCCCCC(=O)O,0.1,284.48,323.15,9.81
1282,5,CC1CCC(C(C1)O)C(C)C,0.9,156.27,CCCCCCCCCCCCCCCCCC(=O)O,0.1,284.48,333.15,6.27
1283,5,CC1CCC(C(C1)O)C(C)C,0.9,156.27,CCCCCCCCCCCCCCCCCC(=O)O,0.1,284.48,338.15,5.14
1284,5,CC1CCC(C(C1)O)C(C)C,0.9,156.27,CCCCCCCCCCCCCCCCCC(=O)O,0.1,284.48,343.15,4.27
1285,5,CC1CCC(C(C1)O)C(C)C,0.9,156.27,CCCCCCCCCCCCCCCCCC(=O)O,0.1,284.48,348.15,3.59
1286,5,CC1CCC(C(C1)O)C(C)C,0.9,156.27,CCCCCCCCCCCCCCCCCC(=O)O,0.1,284.48,353.15,3.06
1287,5,CC1CCC(C(C1)O)C(C)C,0.9,156.27,CCCCCCCCCCCCCCCCCC(=O)O,0.1,284.48,363.15,2.29
1288,5,CC1CCC(C(C1)O)C(C)C,0.9,156.27,CCCCCCCCCCCCCCCCCC(=O)O,0.1,284.48,368.15,2.0
1289,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,278.15,50.64
1290,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,283.15,35.97
1291,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,293.15,19.83
1292,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,298.15,15.29
1293,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,308.15,9.58
1294,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,313.15,7.8
1295,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,323.15,5.37
1296,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,328.15,4.54
1297,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,338.15,3.34
1298,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,343.15,2.91
1299,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,353.15,2.25
1300,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,358.15,2.0
1301,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,368.15,1.61
1302,5,CC1CCC(C(C1)O)C(C)C,0.6,156.27,CCCCCCCC(=O)O,0.4,144.21,373.15,1.45
1303,5,CC1CCC(C(C1)O)C(C)C,0.8,156.27,CCCCCCCCCCCCCC(=O)O,0.2,228.37,303.15,24.78
1304,5,CC1CCC(C(C1)O)C(C)C,0.8,156.27,CCCCCCCCCCCCCC(=O)O,0.2,228.37,308.15,18.54
1305,5,CC1CCC(C(C1)O)C(C)C,0.8,156.27,CCCCCCCCCCCCCC(=O)O,0.2,228.37,318.15,11.11
1306,5,CC1CCC(C(C1)O)C(C)C,0.8,156.27,CCCCCCCCCCCCCC(=O)O,0.2,228.37,323.15,8.85
1307,5,CC1CCC(C(C1)O)C(C)C,0.8,156.27,CCCCCCCCCCCCCC(=O)O,0.2,228.37,333.15,5.89
1308,5,CC1CCC(C(C1)O)C(C)C,0.8,156.27,CCCCCCCCCCCCCC(=O)O,0.2,228.37,338.15,4.91
